word,part_of_speech,translate
equivalent,adj.,"相值的;相等的;相等的,相同的;等量的"
cube,n.,立方;立方體
stop,n.,車站
handle,n.,把手
essay,n.,散文;論說文
eel,n.,鰻魚
armchair,n.,扶手椅子
O.K.,v.,尚可;批准;挺好
guardian,n.,"保護者,守護者;管理員"
arithmetic,n.,"算術,計算"
authentic,adj.,可信的;真實的
noon,n.,中午
bitter,adj.,嚴酷的;苦的
clap,n.,拍手喝采(聲);輕拍;霹靂聲
pain,v.,"使煩惱,使痛苦;使疼痛"
ingenuity,n.,心靈手巧;獨創性;發明才能;精巧;足智多謀;靈敏
hour,n.,小時
boast,n.,吹牛;大話
fault,n.,過錯
love,n.,愛
produce,v.,出產;製造
ignorance,n.,"愚昧;無知;無知,不學無術"
triple,adj.,三倍的;三重的
linen,n.,"亞麻布製品(如床單,桌巾,內衣等)"
mild,adj.,"溫和的,溫柔的"
chip,n.,屑片;晶片;炸洋芋片;籌碼
evidence,v.,"顯示,表明"
now,adv.,現在
sing,v.,唱歌
deafen,v.,使聾;淹沒(聲音)
pea,n.,豌豆
sleep,n.,冬眠;死亡;睡眠
hollow,adj.,凹陷的;空洞的;空的
tip,v.,使傾斜;給小費
section,n.,斷面;節
ill,n.,不幸;禍害
air,n.,空氣
square,n.,正方形
trifle,n.,乳脂鬆糕;小玩意;瑣事
where,adv.,在哪兒
hawk,n.,"鷹;鷹,隼"
wear,n.,佩;戴;磨損;穿
cut,n.,傷口;刻痕;削減;曠課;近路
ridicule,n.,嘲笑;奚落;揶揄
local,n.,當地居民
gum,n.,口香糖
joy,n.,樂趣;歡喜
transformation,n.,變化;變形;變質;轉變
sixty,n.,六十
ancestor,n.,"祖宗,祖先"
as,adv.,"例如;如同;跟...一樣地,同樣地"
common,adj.,常見的
cork,v.,抑制;用軟木塞塞住
tickle,n.,使人癢的東西;呵癢;癢感
equal,n.,相等的事物;相等的數量
turn,v.,轉
small,n.,小件物品;細小的部分
hairdresser,n.,美髮師
kidney,n.,腎臟
pity,n.,同情;憐憫;憾事
trap,v.,設陷阱
enlightenment,n.,啟蒙;教化;開明
conclusion,n.,推論;結論
direction,n.,指示;方向
spill,v.,使散落;使溢出;使濺出
offer,n.,"出價;報價;提供,提議"
pose,v.,擺姿勢
institute,n.,"(專科性的)學校,大學;學會;學院;研究所"
gamble,v.,打賭;賭博
cushion,v.,緩和...的衝擊
react,v.,作出反應
spare,adj.,"備用的;多餘的,剩下的;空閒的"
teacher,n.,老師
little,adj.,很少的
tense,adj.,繃緊的
suggest,v.,建議
shuttle,n.,(織機的)梭;短程運行的車輛
most,adj.,大部分的;最多的
reflect,v.,"反射;映射;深思;照出,映出;迴響"
roof,n.,屋頂
composer,n.,作曲家
argument,n.,爭論
roar,v.,吼叫;大聲叫喊;狂笑
three,adj.,三的
oar,n.,划手;槳;櫓
hundred,adj.,一百的
beach,v.,將(船等)拖上岸
someday,adv.,將來有一天
telephone,v.,"打電話,通電話"
silence,v.,使啞口無言;使安靜;使沈默
bank,v.,堆積;存(款)於銀行;築堤防護
official,n.,"官員,公務員"
butterfly,n.,蝴蝶
assistance,n.,"幫助,協助"
wave,n.,波浪
position,v.,把...放在適當位置
shutter,n.,(相機的)快門;活動遮板;關閉物
heel,v.,(船)傾斜;給(鞋等)裝後跟;緊跟
crisis,n.,危機;緊急關頭
out,n.,(棒球等)出局;託辭
girl,n.,女孩
toast,n.,烤麵包片
pay,v.,付錢
maturity,n.,(支票等的)到期;完善;成熟
airplane,n.,飛機
stout,adj.,牢固的;矮胖的;結實的
denial,n.,否認;拒絕
smell,v.,聞
indication,n.,指示;指點
independent,adj.,獨立的
pest,n.,",害蟲;有害的植物"
infant,n.,嬰兒
tack,v.,用平頭釘釘
past,prep.,走過
ladybird,n.,瓢蟲
fat,n.,"(動,植物)脂肪;油脂"
excuse,n.,藉口
freedom,n.,自由
crayon,n.,蠟筆
spray,n.,噴霧;浪花
disagreement,n.,不一致;意見不一
top,v.,向高處升;超越;達到頂點;高出
lack,v.,缺乏
right,n.,公理;權利
eighteen,adj.,十八的
preposition,n.,介系詞;前置詞
forward,n.,前鋒
spear,n.,矛;魚叉
outline,n.,外形;輪廓
disagree,v.,"不一致,不符"
hot,adj.,熱的
heir,n.,嗣子;繼承人
doze,n.,"瞌睡,假寐"
able,adj.,有能力的;能
rule,v.,統治;裁決
goddess,n.,女神
recreation,n.,娛樂;消遣
glory,n.,"光榮,榮譽"
landlady,n.,女房東
human,adj.,人類的
Confucius,n.,孔子
bear,n.,熊
nest,v.,伏窩;巢居;築巢
bother,v.,煩擾
trouble,v.,煩惱;費心;麻煩
innocence,n.,天真無邪
bride,n.,新娘
childhood,n.,幼時
shudder,n.,戰慄;發抖
motivate,v.,刺激;激發;給...動機;給予動機
cactus,n.,仙人掌
monkey,n.,猴子
cheat,n.,"欺詐,欺騙,作弊;騙子"
sorry,adj.,抱歉;遺憾的
public,adj.,公立的;公開的
fanatic,n.,狂熱者;盲信者
predict,v.,預料;預言
flute,v.,用長笛奏(樂曲)
age,n.,年齡
search,v.,搜尋;搜查
sightseeing,n.,"觀光,遊覽"
force,v.,強迫
nineteen,n.,十九
wink,v.,眨(眼)
rubber,n.,橡膠
bodyguard,n.,保鏢;護衛隊
OK,n.,"認可,批准"
scream,n.,尖叫;尖銳刺耳的聲音
spice,v.,加香料於
scholarship,n.,獎學金
stir,v.,"攪拌;攪拌,攪動"
action,n.,動作
amuse,v.,使娛樂;逗...高興;遊玩
errand,n.,"差事,差使"
apologize,v.,道歉
technology,n.,工藝;工藝學
media,n.,媒介物;新聞媒介
diary,n.,日記
angel,n.,天使
reconcile,v.,使一致;使安於;和解;調和;調解
courteous,adj.,有禮貌的
shoulder,v.,"擔負,承擔;肩起,挑起"
parcel,v.,分;分配
marvelous,adj.,了不起的;奇妙的
assault,v.,抨擊;攻擊;施暴
auntie,n.,(aunt 的暱稱)伯母;姑母;姨母;嬸母;舅母
representation,n.,"代表,代理"
coconut,n.,椰子;椰子肉
similarity,n.,相似;類似
combine,v.,使結合
seventy,n.,七十
gesture,n.,姿勢;手勢;示意;表示
bridge,n.,橋
further,adj.,另外的;較遠的
condition,n.,情況;條件
fee,n.,費用
exit,n.,出口;逃生門
path,n.,小徑;路線
possibility,n.,可能性
business,n.,事;商業
kilogram,n.,公斤
one,n.,一;一件事物;一個人
pressure,n.,壓力
tale,n.,"壞話;故事;故事,傳說;謊話"
amazement,n.,"驚奇,詫異"
tumble,v.,滾下;跌倒
ally,v.,使結盟;使聯姻
grace,n.,(票據等到期後的)寬限;優雅
system,n.,系統
drip,n.,滴下;滴水聲
chief,adj.,主要的;為首的
crawl,v.,"爬行,蠕動"
wonderful,adj.,奇妙的;很棒的
operate,v.,動手術;運作;運轉
basics,n.,基本原理(或原則);基礎
translate,v.,翻譯
repeat,n.,;副本;複寫;重播;重複
apartment,n.,公寓
border,v.,"毗鄰,接界"
sense,v.,"了解,領會;意識到"
admission,n.,入場費;入學許可;承認;進入許可
pop,n.,砰的一聲
elder,adj.,年紀較長的
pamphlet,n.,小冊子
youth,n.,青少年;青少年時代
street,n.,街道
peace,n.,和平
pearl,n.,珍珠
existence,n.,"存在,實在"
slap,adv.,猛然地;砰地
move,v.,移動
magnetic,adj.,磁性的;磁鐵的
encourage,v.,助長;鼓勵
bill,n.,帳單;鈔票
philosophy,n.,哲學
superstition,n.,迷信
complex,adj.,複合的;複雜的
drag,n.,拖曳
partner,n.,夥伴
unless,conj.,"如果不,除非"
invade,v.,"侵入,侵略;入侵"
expansion,n.,擴展;擴張
roll,v.,捲;滾
reveal,v.,"展現,顯露出"
spectacular,n.,壯觀;奇觀
seat,n.,座位
brief,v.,作...的提要;簡報
seminar,n.,專題討論(課或會議)
background,n.,背景
warn,v.,警告
equip,v.,"裝備,配備"
glance,v.,"掃視;看一下,一瞥"
cause,n.,原因;理由
somehow,adv.,不知怎麼的
crack,n.,爆裂聲;裂縫
aborigine,n.,原始居民;土著;土著居民
bat,n.,球棒;蝙蝠
back,adv.,回原處
art,n.,藝術
market,v.,(在市場上)銷售
require,v.,需要
as,prep.,以…的身份；作為
dip,v.,泡;浸
ceramics,n.,(當單數用)製陶業
likely,adj.,有可能的
instant,n.,瞬間
instead,adv.,"反而,卻"
pledge,v.,保證給予;宣示;承諾;發誓;許諾
candidate,n.,候補者;候選人
oxygen,n.,氧;氧氣
tear,v.,撕
sculpture,v.,雕刻
ride,v.,乘;騎
revolution,n.,循環;革命
assemble,v.,"集合,召集"
rail,n.,扶手;欄杆;鐵軌
weekend,n.,周末
bike,n.,腳踏車
rid,v.,使免除;使擺脫;從...清除
blackboard,n.,黑板
twelve,adj.,十二的
dove,n.,鴿;鴿子
fund,n.,"資金,基金"
argue,v.,爭論
hit,v.,打;擊
smooth,adj.,"平坦的;平滑的,光滑的"
spring,n.,春天;泉
egg,n.,蛋
weave,v.,編;織
spoon,v.,用匙舀;舀取
gear,v.,"使適應,使適合"
saw,n.,鋸子;鋸條
hunger,n.,饑餓
balloon,n.,汽球
also,adv.,也
hate,v.,憎恨
grave,adj.,"嚴肅的,認真的;嚴重的"
settle,v.,安放;安頓;解決(問題等)
harbor,n.,"港灣,海港"
vast,adj.,"廣闊的,浩瀚的;非常的"
commute,v.,減刑;通勤
wash,v.,洗
auditorium,n.,會堂;禮堂;聽/觀眾席
skilled,adj.,有技能的;熟練的
application,n.,申請
wholesale,n.,批發
mow,v.,刈(草坪等)上的草
tar,v.,塗焦油於;污辱;玷污
nightmare,n.,夢魘;惡夢
copy,n.,副本;拷貝
coat,v.,塗在...上;給...穿上外套
prominent,adj.,"卓越的;卓越的,著名的;突出的;著名的;顯著的"
ease,v.,減輕
puzzle,n.,謎
live,v.,居住
sit,v.,坐
rest,v.,休息
paste,v.,黏貼
broom,n.,掃帚
especially,adv.,特別地
income,n.,收入
hourly,adj.,以鐘點計算的
sidewalk,n.,路邊行人道
weep,v.,"哭泣,流淚"
envy,n.,妒忌;羨慕
with,prep.,有;跟...在一起
north,adv.,向北方
double,n.,兩倍
welcome,v.,歡迎
exhaust,n.,排出;排氣
similar,adj.,相似的
employer,n.,"雇主,雇用者"
check,n.,支票;買單
shade,v.,"遮蔽,蔽蔭"
shoot,n.,"射擊;幼芽,幼枝;拍攝;狩獵(隊)"
make,v.,使得;製造
strike,v.,(鐘)敲響;打擊;罷工
punch,n.,"一種用酒,果汁,香料等調和的飲料"
investment,n.,投資;投資額
man,n.,人類;男人
fund,v.,"提供(事業,活動等的)資金"
satisfactory,adj.,令人滿意的
off,adj.,休假的;偏離的;關著的;離去的
holy,adj.,神聖的
hobby,n.,嗜好
main,adj.,最主要的
many,adj.,很多的
shoot,v.,射擊;拍攝;注射
priest,n.,牧師;神父
tail,n.,尾巴
abundant,adj.,充足的;大量的;豐富的
cooperation,n.,協力;合作
intimate,adj.,"親密的,熟悉的"
shake,v.,握(手);搖動
vital,adj.,充滿活力的;極其重要的;維持生命所需的;致命的
pass,v.,傳遞;及格;經過;超過
era,n.,年代;時代
last,adv.,最後地
waste,v.,浪費
here,adv.,在這裡
bomb,v.,"慘敗;轟炸,投彈"
collar,n.,衣領
glove,n.,手套
regular,adj.,定期的;通常的
CD,n.,激光唱片
mall,n.,大規模購物中心
definite,adj.,"明確的,確切的"
analysis,n.,分析
suite,n.,套房;系列;組曲;隨行人員
rough,v.,"使不平,使粗糙;粗魯行事;草擬"
chop,n.,肋骨肉
first,n.,優等;第一;第一個;第一名;開始;開始時間
expressive,adj.,表情豐富的;表達的
organic,adj.,有機的
express,v.,表示
isolate,v.,使孤立
sailor,n.,水手
chill,adj.,涼颼颼的
gratitude,n.,"感激;感激之情,感恩,感謝;謝意"
bless,v.,保佑;祝福
dignity,n.,尊嚴
soothe,v.,哄;安慰;減輕
confident,adj.,有信心的
grapefruit,n.,葡萄柚
squeeze,v.,"壓縮;掐緊;榨,擠,壓"
dance,n.,舞會
expectation,n.,期待;預期
disk,n.,(電腦)磁盤;圓盤
offense,n.,"冒犯;觸怒;進攻,攻擊"
local,adj.,本地的
user,n.,使用者
eat,v.,吃
loud,adj.,大聲的
mommy,n.,母親
beer,n.,啤酒
pilot,n.,(飛機等的)駕駛員
fall,n.,秋天
recur,v.,再現;再發生;重現
single,v.,"擊出一壘安打;選出,挑出"
name,n.,名字
orbit,v.,繞軌道運行
celebrate,v.,慶祝
housework,n.,家務
salt,v.,用鹽醃;給...加鹽
rust,n.,"鏽,鐵鏽"
enter,v.,輸入;進入
relieve,v.,"緩和,減輕;解除"
morning,n.,早晨
formal,adj.,正式的
base,n.,基;基部;底
ignorant,adj.,"無知的,不學無術的"
standard,adj.,一般性的
cheese,n.,乳酪;起司
distinct,adj.,與其他不同的
fake,adj.,假的;冒充的
vacation,n.,假期
drip,v.,滴下
pumpkin,n.,南瓜
quilt,v.,加軟襯料後縫製;東拼西湊地編(書)
intensity,n.,強度;極度
and,conj.,和；及；而；就
curious,adj.,好奇的
carbon,n.,碳;複寫紙
microwave,n.,微波爐
sudden,adj.,突然的
forth,adv.,向前;向前方;向外
cry,n.,(一陣)哭;叫喊;呼叫
player,n.,表演者;遊戲者;運動者
free,adv.,免費地;無約束地;脫開著;鬆開著
psychology,n.,心理學
drop,n.,(一)滴;空投;點滴;點藥水
ketchup,n.,番茄醬
northern,adj.,北方的;向北方的
promotion,n.,"促進;促銷;推廣;提升,晉級;晉升"
pregnant,adj.,意味深長的;懷孕的
whole,adj.,完整的
outcome,n.,結局;結果
like,v.,喜歡
direct,v.,指引
minute,n.,分鐘
crust,v.,結成外殼;覆有硬皮
guest,v.,"款待,招待"
attempt,v.,企圖;試圖
passion,n.,"熱情,激情;酷愛"
routine,adj.,"日常的,例行的,常規的"
pride,v.,"使得意,以...自豪"
near,adv.,近地
century,n.,一世紀
razor,n.,剃刀
deepen,v.,使加深;使強烈;使變濃
punctual,adj.,準時的
skate,v.,溜冰
itch,v.,發癢
mate,n.,"伴侶;同伴,伙伴"
bright,adj.,光亮的
breakfast,n.,早餐
task,n.,任務;工作
bump,n.,猛撞;重擊
interest,n.,興趣
concept,n.,"概念,觀念"
frost,n.,霜
clue,n.,"線索,跡象,提示"
will,n.,意志;決心;遺囑
usage,n.,"使用,用法"
component,n.,成分;構成要素;零件
back,v.,向後;回覆;贊助;追溯
model,v.,塑像;當模特兒
geography,n.,地理
illustrate,v.,"(用圖,實例等)說明;(用圖、實例等)說明;插畫於(書籍等)"
straw,n.,吸管;稻草
highly,adv.,"非常,很,高度地"
downtown,adv.,往城市商業區
true,v.,"配準,擺正"
president,n.,校長;總統
extreme,n.,"極端,末端"
accent,n.,腔調;重音
more,adj.,更多的
maiden,n.,少女;處女
murder,n.,"謀殺,兇殺"
for,prep.,為…做的;給
flexible,adj.,可彎曲的;可變通的;易彎曲的;有彈性的;柔韌的
jet,n.,噴出物;噴射;噴射機
tragedy,n.,悲劇
lie,v.,說謊;躺
suppose,v.,"假定;猜想,以為"
use,v.,利用
fact,n.,事實
tofu,n.,豆腐
grasp,v.,抓牢;握緊
release,n.,"發行,發表;釋放,解放"
patient,n.,病人
wicked,adj.,淘氣的;缺德的;過分的
implement,n.,器具;工具;裝備
plural,n.,複數
second,adj.,"次要的,副的,從屬的;第二的"
young,n.,雛;青年們
straight,adj.,直的
misunderstand,v.,曲解;誤會
panic,v.,使恐慌
profit,n.,"利潤,盈利;收益"
sexy,adj.,性感的
tag,v.,給...加標籤
casual,adj.,隨便的;非正式的
instance,v.,引證;舉...為例
salt,n.,鹽
think,v.,想
damn,n.,詛咒
summer,n.,夏天
fold,n.,摺疊
magic,n.,魔術
beyond,adv.,在更遠處
brother,n.,兄;弟
heaven,n.,上帝;天國
neither,adj.,兩者都不
admirable,adj.,值得讚揚的;絕妙的
purpose,n.,目的
lively,adj.,活潑的;精力充沛的
soap,n.,肥皂
normal,adj.,"正常的,正規的"
reply,v.,回答
pray,v.,禱告
piece,v.,修理;修補;拼合;拼湊
column,n.,"(報紙的)欄,段;行"
sip,n.,一小口
revolutionary,n.,革命者
jam,v.,夾傷;擠
carve,v.,"刻,雕刻"
logical,adj.,合理的;合邏輯的
minor,adj.,較小的;較次要的
association,n.,"協會,公會,社團"
wonder,v.,納悶
seize,v.,扣押;抓住;捉住;沒收
miracle,n.,奇蹟
romance,n.,"愛情小說;戀愛,風流韻事"
joint,v.,"連接,接合"
edition,n.,版本
creative,adj.,有創造力(或想像力)的
age,v.,使(酒之)味道變醇;使成熟;使變老
fear,v.,畏懼
very,adv.,很;非常
overwhelm,v.,使受不了;壓倒;征服
damp,n.,"濕氣,潮濕"
curl,n.,"捲毛,捲髮"
fun,n.,樂趣
giant,n.,巨人
wheel,v.,"旋轉,轉動"
unique,adj.,獨一無二的;獨特的;與眾不同的
joint,n.,"接頭,接縫;關節"
after,prep.,在…之後
sneeze,n.,噴嚏
atmosphere,n.,大氣;氣氛
silver,adj.,銀白的;銀的
respect,v.,尊敬
regulation,n.,"條例;規則,規定;規章"
freeze,v.,"凍結;結冰,凝固"
pupil,n.,學生
share,n.,分攤;市場佔有率;股份;貢獻
drive,n.,兜風;幹勁;比賽;車程
choke,n.,"窒息,噎"
exist,v.,存在
courageous,adj.,"英勇的,勇敢的"
bone,n.,骨頭
manner,n.,態度;舉止
stair,n.,梯級;樓梯
diploma,n.,畢業文憑
journey,n.,旅行
swim,n.,"暈眩,眼花;游泳;潮流"
wild,adj.,無法無天的;野生的
platform,n.,平台;月台
okay,v.,"對,很好地;批准,認可"
strengthen,v.,加強;增強
latter,adj.,後者
seem,v.,似乎是
mushroom,v.,雨後春筍般地湧現
disguise,n.,"假扮,偽裝"
odds,n.,不和;可能性;投注賠率;機會
active,adj.,活躍的
low,n.,"低水平,低點;低速"
television,n.,電視
snow,n.,雪
paragraph,n.,"(文章的)段,節"
demonstrate,v.,"示範操作(產品),展示"
shrug,v.,聳(肩)
pair,n.,一副
address,n.,地址;演說
reply,n.,答覆
ant,n.,螞蟻
mosquito,n.,蚊子
stamp,n.,印章;郵票
divorce,v.,"與...離婚,使離婚"
senior,n.,(大學)四年級生;資深人士
glide,n.,"滑翔,下滑"
moon,n.,月亮
reason,n.,理由
risk,v.,冒...的風險
water,n.,水
stem,n.,"莖,(樹)幹,(葉)柄"
resistance,n.,"反抗;抵抗;抵抗,反抗;阻力"
fable,n.,寓言
valuable,adj.,有價值的
sign,n.,記號
task,v.,派給...任務;要...做一項工作
amateur,n.,外行;業餘從事者
danger,n.,危險
defensible,adj.,可辯護的;可防禦的
downstairs,adv.,樓下地
threateningly,adv.,威脅地；脅迫地
below,prep.,在…之下
accountant,n.,會計師
ping-pong,n.,"乒乓球,桌球"
review,v.,回顧;溫習
device,n.,"儀器,裝置"
hero,n.,英雄
dress,n.,洋裝
triangle,n.,三角形
destroy,v.,"毀壞,破壞"
weave,n.,"織法,編法"
style,v.,使成為時髦;命名;稱呼;設計
ring,v.,"(鐘,鈴等)鳴,響"
growth,n.,增大;成長;發育
willow,n.,柳;柳樹
beat,v.,擊敗;敲擊
cub,n.,幼鯨;牛棚
wet,v.,"尿濕;把...淋濕,打濕,弄濕"
grocery,n.,食品雜貨;食品雜貨店
breed,n.,品種
pitch,n.,投;投球;音高
brilliant,adj.,傑出的;才華橫溢的;明亮的
toast,v.,乾杯;烤
skillful,adj.,"有技術的, 熟練的"
competitive,adj.,有競爭力的;競爭的
obedient,adj.,"服從的,順從的"
outside,adj.,"外邊的,外部的"
blow,n.,"吹動,吹氣;吹牛;強風"
scold,n.,責罵
split,v.,切開;劈開
afterward,adv.,"之後,以後,後來"
river,n.,河流
gentleman,n.,紳士
eager,adj.,"渴望的,急切的"
host,n.,主人
machinery,n.,機器;機械
ocean,n.,海洋
strawberry,n.,草莓
damp,adj.,有濕氣的;潮濕的
celebration,n.,慶祝
give,v.,給
recent,adj.,最近的
before,conj.,"否則,要不然;在...以前;與其...寧可"
well,n.,"井,水井;採光井;通風井"
hole,n.,洞
hydrogen,n.,氫
golf,v.,打高爾夫球
frighten,v.,吃驚;害怕
edit,v.,校訂;編輯
fit,n.,合身;適合
disgust,n.,"厭惡,憎惡"
alone,adj.,單獨的;孤單的
traveler,n.,旅客;遊客
glad,adj.,高興的
sled,v.,乘雪橇
yesterday,adv.,昨天
idea,n.,主意
represent,v.,表示;象徵
symphony,n.,"交響曲;交響樂;交響樂,交響曲"
urge,v.,催促;力勸;敦促;鼓勵
paradise,n.,樂園
pace,n.,步速;速度;進度
frown,n.,不悅之色;蹙額
cover,n.,封面
silly,adj.,傻的;無聊的
away,adv.,離開
atom,n.,原子;微塵;非常少量
upset,v.,使心煩意亂;傾覆;翻倒
respond,v.,"作答,回答"
sick,adj.,生病的
backward,adv.,向後地;落後地
deck,n.,"(紙牌的)一副;(船的) 艙面,甲板"
palm,n.,"手掌,手心"
fancy,n.,怪念頭;想像;愛好;迷戀
restriction,n.,約束;限制;限制規定;限定
pint,n.,品脫(英美容量或液量名)
nod,v.,點頭
drug,v.,使服毒品;使服麻醉藥
mutual,adj.,共同的;相互的
foreign,adj.,"外國的,陌生的,外來的"
product,n.,產品
relief,n.,"緩和,減輕;解除"
close,adv.,"接近,靠近地;緊密地,緊緊地"
peanut,n.,花生;花生果;花生米
vision,n.,幻像;洞察力;視力;視覺;遠見
in,adv.,在家;在裡頭;進
bare,adj.,僅僅的;裸的
quick,adj.,快的
comedy,n.,喜劇
runner,n.,賽跑者;逃亡者
ski,n.,滑雪屐
darken,v.,使變暗;變黑
brutal,adj.,粗暴的;野蠻的
textbook,n.,教科書
decoration,n.,"裝飾,裝潢"
reservation,n.,保留(意見);預訂的房間(或席座)
sufficient,adj.,"足夠的,充分的"
select,v.,挑選
soup,n.,湯
occur,v.,出現;發生
employment,n.,受雇;雇用
seventeen,n.,十七
good-bye,n.,告別
cement,v.,"黏緊,黏牢"
assure,v.,"向...保證,擔保"
OK,v.,尚可;批准;挺好
modest,adj.,審慎的;適度的
spiritual,adj.,崇高純潔的;心靈的
waken,v.,喚醒;睡醒;醒來
once,conj.,"一旦,一經...便"
skill,n.,技能
baby,n.,嬰兒
launch,n.,(船的)下水;發射
serious,adj.,嚴肅的;嚴重的;認真的
positive,n.,(電池的)陽極;正數;正片;正面
pork,n.,豬肉
tower,n.,塔
Saturday,n.,星期六
prince,n.,王子
man,v.,給...配置人員
flood,v.,使泛濫;淹沒
fantastic,adj.,奇妙的
modern,adj.,現代的
importance,n.,重要性
laboratory,n.,"實驗室,研究室"
include,v.,包含
amplify,v.,擴大;放大(聲音等)
rescue,n.,援救;營救
scold,v.,"罵,責罵"
plug,n.,"堵塞物;塞子,栓"
orphan,n.,孤兒
chirp,v.,人嘁喳說話;蟲發唧聲;鳥發啾聲
sportsman,n.,運動家;願意冒險的人
accidental,adj.,偶然的;意外的
key,adj.,"重要的,基本的,關鍵的"
sob,v.,啜泣;嗚咽
struggle,n.,使勁;掙扎
remember,v.,記得
festival,n.,節日
fake,v.,"偽造;捏造;欺騙,迷惑"
executive,adj.,執行的;管理的;行政的;行政部門的
marriage,n.,"結婚,婚姻"
history,n.,歷史
chopstick,n.,筷子
calculator,n.,計算機
slip,v.,滑動;鬆脫
pen,v.,囚禁;寫;寫作
steel,n.,"鋼,鋼鐵"
deep,adj.,深的
rice,n.,稻米;飯
flashlight,n.,手電筒
miner,n.,礦工
pan,n.,平鍋
crush,n.,"壓碎,毀壞;迷戀;迷戀的對象"
sacrifice,n.,"牲禮,祭品"
belief,n.,信仰;相信
discotheque,n.,小舞廳;迪斯科舞廳
two,n.,二
true,adj.,正確的;真實的
bend,n.,俯;彎;曲
lollipop,n.,棒棒糖
altogether,adv.,完全地;總共
dump,n.,垃圾場
late,adj.,晚的;遲的
phone,n.,電話
through,adv.,"(電話)接通;從頭至尾;穿過,通過"
worker,n.,工人
zoo,n.,動物園
bet,n.,打賭
fifty,n.,五十
gate,n.,柵門;登機門
gamble,n.,打賭;賭博
nearly,adv.,"密切地,親密地;幾乎,差不多"
target,n.,目標
microscope,n.,顯微鏡
department,n.,部門
clean,adj.,乾淨的
central,adj.,中央的
scale,n.,尺度;等級;級別
circle,v.,圈出;流傳;畫圓圈;盤旋
bit,n.,"位元;小片,;少量,一點點;片刻"
foot,n.,一尺長;腳
race,v.,與...賽跑
heat,n.,熱氣
physical,adj.,物理學的;身體的
trouble,n.,麻煩
neglect,n.,忽略;忽視;疏忽;疏漏;遺漏
letter,n.,信;字母
goal,n.,球門;目標
pencil,v.,"草擬,起草"
topic,n.,話題;論題
certain,adj.,肯定的
earth,n.,土地;地球
jet,v.,"噴出,射出"
mist,n.,噴霧;薄霧
diaper,n.,尿布
weigh,v.,稱...的重量
chin,n.,下巴
lawyer,n.,律師
modesty,n.,"謙遜,虛心"
dinner,n.,晚餐
guy,n.,人;傢伙
occasional,adj.,"偶爾的,非經常的"
breeze,n.,微風
rust,v.,生鏽
urban,adj.,城市的
lifetime,n.,"一生,終身"
grasshopper,n.,蚱蜢
bloom,v.,興盛;開花
witness,n.,目擊者;證據;證詞
helicopter,n.,直昇機
distance,v.,使疏遠
cop,n.,警察
jog,v.,慢跑
fisherman,n.,漁夫
campaign,v.,參加競選
overcoat,n.,"外套,大衣"
worst,adv.,"最不利地;最壞地,最惡劣地"
that,conj.,以致
hippopotamus,n.,河馬
part,v.,"使分開,使分離;告別;斷裂"
damp,v.,使沮喪;使潮濕;抑制
can,n.,罐頭
loaf,n.,一條(麵包)
scratch,n.,抓痕;擦傷
circular,adj.,圓形的;環形的
surface,n.,表面
canyon,n.,峽谷
tack,n.,圖釘;大頭釘
pretend,v.,佯裝;假裝
grammar,n.,文法
swing,n.,搖擺音樂;鞦韆
forwards,adv.,"向前;往後,今後;提前地"
achieve,v.,實現
gossip,n.,"流言蜚語;閒話,聊天"
bounce,n.,"彈,反彈"
extend,v.,"延長;延長,延伸;擴充;給予(援助等)"
stare,v.,"盯,凝視"
penalty,n.,刑罰;罰款;處罰
garage,v.,把(汽車等)送入車庫(或修理廠)
humble,adj.,微賤的;謙恭的
accompany,v.,伴隨;陪同
up,adv.,向上
easy,adj.,容易的
pail,n.,提桶;桶
oven,n.,烤箱
moment,n.,片刻
glasses,n.,眼鏡
chorus,n.,合唱;合唱團;合唱曲;合唱隊
voluntary,adj.,自願的
this,adv.,"這麼,這樣地"
force,n.,力量;暴力
punishment,n.,懲罰;處罰
engagement,n.,交戰;訂婚;諾言;雇用
incident,n.,事件;事變
if,conj.,如果
stable,adj.,"穩定的,牢固的"
convey,v.,傳達;運送
yummy,adj.,好吃的
anxious,adj.,"焦慮的,掛念的"
together,adv.,一同
clash,n.,"碰撞聲,鏗鏘聲"
safety,n.,安全
democratic,adj.,有民主精神的
fog,v.,以霧籠罩;使困惑;使模糊
cab,n.,出租馬車;計程車
model,n.,模型;模特兒
bulletin,n.,公告;公報
break,n.,暫停
politician,n.,政客
mug,n.,(有柄)大杯子
crop,v.,收成
fire,n.,火
missile,n.,"導彈;飛彈;飛彈,導彈"
opera,n.,歌劇
button,n.,鈕扣
measurable,adj.,可測量的;可預見的
sight,n.,景象;視力
exhibition,n.,展覽;展覽會
slave,n.,奴隸
stab,v.,"刺,戳"
twenty,n.,二十
digital,adj.,數字的
significant,adj.,有意義的
tool,n.,工具
case,v.,把...裝入箱(或容器)中
tutor,n.,家庭教師
file,v.,把...歸檔
idiom,n.,成語
code,v.,為...編碼
pipe,n.,管子
export,v.,輸出
proud,adj.,感光榮的;驕傲的
flag,n.,旗子
circulation,n.,發行量
flag,v.,"打旗號表示;衰退,低落"
family,n.,家庭
consideration,n.,考慮
clear,adj.,晴朗的;清楚的
gym,n.,體操;體育;體育館
yawn,n.,呵欠
entire,adj.,"全部的,整個的"
present,n.,禮物
constitution,n.,"憲法;構成;章程,法規;體格"
